"subject" "activity" "measure" "mean"
23 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.797816504901961
23 "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.635719609686275
23 "WALKING_UPSTAIRS" "tBodyGyroMag.std.." -0.703185647803922
23 "WALKING_UPSTAIRS" "tGravityAcc.mean...X" 0.618225506666667
23 "WALKING_UPSTAIRS" "tGravityAcc.mean...Y" 0.0644322273333333
23 "WALKING_UPSTAIRS" "tGravityAcc.mean...Z" 0.139796409758824
23 "WALKING_UPSTAIRS" "tGravityAcc.std...X" -0.979800036862745
23 "WALKING_UPSTAIRS" "tGravityAcc.std...Y" -0.964473704117647
23 "WALKING_UPSTAIRS" "tGravityAcc.std...Z" -0.956113474509804
23 "WALKING_UPSTAIRS" "tGravityAccMag.mean.." -0.595741684392157
23 "WALKING_UPSTAIRS" "tGravityAccMag.std.." -0.640768031627451
24 "LAYING" "angle.tBodyAccJerkMean..gravityMean." 0.0646746940138889
24 "LAYING" "angle.tBodyAccMean.gravity." 0.0369499073527778
24 "LAYING" "angle.tBodyGyroJerkMean.gravityMean." -0.0378538322625
24 "LAYING" "angle.tBodyGyroMean.gravityMean." 0.127697746252778
24 "LAYING" "angle.X.gravityMean." -0.538179762083333
24 "LAYING" "angle.Y.gravityMean." 0.0696150069527778
24 "LAYING" "angle.Z.gravityMean." -0.101771441447222
24 "LAYING" "fBodyAcc.mean...X" -0.701172088138889
24 "LAYING" "fBodyAcc.mean...Y" -0.668488075861111
24 "LAYING" "fBodyAcc.mean...Z" -0.748359296666667
24 "LAYING" "fBodyAcc.meanFreq...X" -0.157743090569444
24 "LAYING" "fBodyAcc.meanFreq...Y" 0.00385736575833334
24 "LAYING" "fBodyAcc.meanFreq...Z" 0.0438296952819444
24 "LAYING" "fBodyAcc.std...X" -0.685081286666667
24 "LAYING" "fBodyAcc.std...Y" -0.678881617030556
24 "LAYING" "fBodyAcc.std...Z" -0.694791731444444
24 "LAYING" "fBodyAccJemeanrk.energy...Y" -0.895743267361111
24 "LAYING" "fBodyAccJerk.mean...X" -0.733109010069444
24 "LAYING" "fBodyAccJerk.mean...Y" -0.735980666638889
24 "LAYING" "fBodyAccJerk.mean...Z" -0.82007745
24 "LAYING" "fBodyAccJerk.meanFreq...X" 0.00470452937361111
24 "LAYING" "fBodyAccJerk.meanFreq...Y" -0.234106184986111
24 "LAYING" "fBodyAccJerk.meanFreq...Z" -0.0879448860625
24 "LAYING" "fBodyAccJerk.std...X" -0.745188835194444
24 "LAYING" "fBodyAccJerk.std...Y" -0.715665326708333
24 "LAYING" "fBodyAccJerk.std...Z" -0.854353821805556
24 "LAYING" "fBodyAccMag.mean.." -0.68662379
24 "LAYING" "fBodyAccMag.meanFreq.." 0.0885873004516667
24 "LAYING" "fBodyAccMag.std.." -0.736165883347222
24 "LAYING" "fBodyBodyAccJerkMag.mean.." -0.727919922611111
24 "LAYING" "fBodyBodyAccJerkMag.meanFreq.." 0.227773529255556
24 "LAYING" "fBodyBodyAccJerkMag.std.." -0.748996985018056
24 "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.854447009166667
24 "LAYING" "fBodyBodyGyroJerkMag.meanFreq.." 0.0490783445291667
24 "LAYING" "fBodyBodyGyroJerkMag.std.." -0.857650392361111
24 "LAYING" "fBodyBodyGyroMag.mean.." -0.78615619625
24 "LAYING" "fBodyBodyGyroMag.meanFreq.." -0.0810508479219444
24 "LAYING" "fBodyBodyGyroMag.std.." -0.767987150208333
24 "LAYING" "fBodyGyro.mean...X" -0.746967369133333
24 "LAYING" "fBodyGyro.mean...Y" -0.791065585277778
24 "LAYING" "fBodyGyro.mean...Z" -0.719496751083333
24 "LAYING" "fBodyGyro.meanFreq...X" -0.108154154645556
24 "LAYING" "fBodyGyro.meanFreq...Y" -0.229094219216667
24 "LAYING" "fBodyGyro.meanFreq...Z" -0.0634904403652778
24 "LAYING" "fBodyGyro.std...X" -0.800297916847222
24 "LAYING" "fBodyGyro.std...Y" -0.744074623833333
24 "LAYING" "fBodyGyro.std...Z" -0.742823880138889
24 "LAYING" "tBodyAcc.mean...X" 0.270727564208333
24 "LAYING" "tBodyAcc.mean...Y" -0.0204685033138889
24 "LAYING" "tBodyAcc.mean...Z" -0.114277899805556
24 "LAYING" "tBodyAcc.std...X" -0.689066427777778
24 "LAYING" "tBodyAcc.std...Y" -0.660814605388889
24 "LAYING" "tBodyAcc.std...Z" -0.696952653263889
24 "LAYING" "tBodyAccJerk.mean...X" 0.0700417208611111
24 "LAYING" "tBodyAccJerk.mean...Y" 0.0156206261384722
24 "LAYING" "tBodyAccJerk.mean...Z" 0.0103135470680556
24 "LAYING" "tBodyAccJerk.std...X" -0.726889039302778
24 "LAYING" "tBodyAccJerk.std...Y" -0.716919139944444
24 "LAYING" "tBodyAccJerk.std...Z" -0.837806882361111
24 "LAYING" "tBodyAccJerkMag.mean.." -0.742062879236111
24 "LAYING" "tBodyAccJerkMag.std.." -0.73653634075
24 "LAYING" "tBodyAccMag.mean.." -0.656639767027778
24 "LAYING" "tBodyAccMag.std.." -0.687140276375
24 "LAYING" "tBodyGyro.mean...X" -0.0746043605
24 "LAYING" "tBodyGyro.mean...Y" -0.0409602457611111
24 "LAYING" "tBodyGyro.mean...Z" 0.0733666569444444
24 "LAYING" "tBodyGyro.std...X" -0.786449201166667
24 "LAYING" "tBodyGyro.std...Y" -0.758525925
24 "LAYING" "tBodyGyro.std...Z" -0.716959771986111
24 "LAYING" "tBodyGyroJerk.mean...X" -0.0924543098111111
24 "LAYING" "tBodyGyroJerk.mean...Y" -0.0480600956944444
24 "LAYING" "tBodyGyroJerk.mean...Z" -0.0591197650666667
24 "LAYING" "tBodyGyroJerk.std...X" -0.788605377083333
24 "LAYING" "tBodyGyroJerk.std...Y" -0.869825136388889
24 "LAYING" "tBodyGyroJerk.std...Z" -0.806160023888889
24 "LAYING" "tBodyGyroJerkMag.mean.." -0.838663926944444
24 "LAYING" "tBodyGyroJerkMag.std.." -0.851201399722222
24 "LAYING" "tBodyGyroMag.mean.." -0.693022234555556
24 "LAYING" "tBodyGyroMag.std.." -0.748210718611111
24 "LAYING" "tGravityAcc.mean...X" 0.689195167083333
24 "LAYING" "tGravityAcc.mean...Y" 0.00451997080555555
24 "LAYING" "tGravityAcc.mean...Z" 0.155085892486222
24 "LAYING" "tGravityAcc.std...X" -0.975508852222222
24 "LAYING" "tGravityAcc.std...Y" -0.960424089027778
24 "LAYING" "tGravityAcc.std...Z" -0.946196174027778
24 "LAYING" "tGravityAccMag.mean.." -0.656639767027778
24 "LAYING" "tGravityAccMag.std.." -0.687140276375
24 "SITTING" "angle.tBodyAccJerkMean..gravityMean." -0.0403489547073529
24 "SITTING" "angle.tBodyAccMean.gravity." 0.0604710954595588
24 "SITTING" "angle.tBodyGyroJerkMean.gravityMean." -0.0267524250882353
24 "SITTING" "angle.tBodyGyroMean.gravityMean." 0.0360142468852941
24 "SITTING" "angle.X.gravityMean." -0.427361546720588
24 "SITTING" "angle.Y.gravityMean." 0.106498178970588
24 "SITTING" "angle.Z.gravityMean." 0.0951237523852941
24 "SITTING" "fBodyAcc.mean...X" -0.631155972382353
24 "SITTING" "fBodyAcc.mean...Y" -0.521447323319118
24 "SITTING" "fBodyAcc.mean...Z" -0.565360171029412
24 "SITTING" "fBodyAcc.meanFreq...X" -0.290061023823529
24 "SITTING" "fBodyAcc.meanFreq...Y" -0.0370834402367647
24 "SITTING" "fBodyAcc.meanFreq...Z" -0.0374815570485294
24 "SITTING" "fBodyAcc.std...X" -0.634975434960294
24 "SITTING" "fBodyAcc.std...Y" -0.491522238352941
24 "SITTING" "fBodyAcc.std...Z" -0.478164216029412
24 "SITTING" "fBodyAccJemeanrk.energy...Y" -0.823771594441176
24 "SITTING" "fBodyAccJerk.mean...X" -0.670926522073529
24 "SITTING" "fBodyAccJerk.mean...Y" -0.639514409735294
24 "SITTING" "fBodyAccJerk.mean...Z" -0.69106747525
24 "SITTING" "fBodyAccJerk.meanFreq...X" -0.127847481576471
24 "SITTING" "fBodyAccJerk.meanFreq...Y" -0.276408270426471
24 "SITTING" "fBodyAccJerk.meanFreq...Z" -0.164954576382353
24 "SITTING" "fBodyAccJerk.std...X" -0.661647153705882
24 "SITTING" "fBodyAccJerk.std...Y" -0.623460005486765
24 "SITTING" "fBodyAccJerk.std...Z" -0.741736237133824
24 "SITTING" "fBodyAccMag.mean.." -0.547158659764706
24 "SITTING" "fBodyAccMag.meanFreq.." 0.0103444715147059
24 "SITTING" "fBodyAccMag.std.." -0.610216401205882
24 "SITTING" "fBodyBodyAccJerkMag.mean.." -0.61325167635
24 "SITTING" "fBodyBodyAccJerkMag.meanFreq.." 0.145120329054412
24 "SITTING" "fBodyBodyAccJerkMag.std.." -0.637896965441176
24 "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.771906409029412
24 "SITTING" "fBodyBodyGyroJerkMag.meanFreq.." 0.0754952736470588
24 "SITTING" "fBodyBodyGyroJerkMag.std.." -0.807745515588235
24 "SITTING" "fBodyBodyGyroMag.mean.." -0.652689604964706
24 "SITTING" "fBodyBodyGyroMag.meanFreq.." -0.120719887830882
24 "SITTING" "fBodyBodyGyroMag.std.." -0.650955509485294
24 "SITTING" "fBodyGyro.mean...X" -0.725218381088235
24 "SITTING" "fBodyGyro.mean...Y" -0.648367514632353
24 "SITTING" "fBodyGyro.mean...Z" -0.577208385735294
24 "SITTING" "fBodyGyro.meanFreq...X" -0.186298375461765
24 "SITTING" "fBodyGyro.meanFreq...Y" -0.272927904029412
24 "SITTING" "fBodyGyro.meanFreq...Z" -0.110725503244118
24 "SITTING" "fBodyGyro.std...X" -0.768679911029412
24 "SITTING" "fBodyGyro.std...Y" -0.554998163308824
24 "SITTING" "fBodyGyro.std...Z" -0.589754837647059
24 "SITTING" "tBodyAcc.mean...X" 0.262928212794118
24 "SITTING" "tBodyAcc.mean...Y" -0.00885427098735294
24 "SITTING" "tBodyAcc.mean...Z" -0.103131135
24 "SITTING" "tBodyAcc.std...X" -0.633055094057353
24 "SITTING" "tBodyAcc.std...Y" -0.478396599193235
24 "SITTING" "tBodyAcc.std...Z" -0.480486205823529
24 "SITTING" "tBodyAccJerk.mean...X" 0.0891234730911765
24 "SITTING" "tBodyAccJerk.mean...Y" 0.00991674763397059
24 "SITTING" "tBodyAccJerk.mean...Z" -0.0461338010961912
24 "SITTING" "tBodyAccJerk.std...X" -0.650896174367647
24 "SITTING" "tBodyAccJerk.std...Y" -0.619448031955882
24 "SITTING" "tBodyAccJerk.std...Z" -0.716869035235294
24 "SITTING" "tBodyAccJerkMag.mean.." -0.641819869264706
24 "SITTING" "tBodyAccJerkMag.std.." -0.622434292088235
24 "SITTING" "tBodyAccMag.mean.." -0.532560287367647
24 "SITTING" "tBodyAccMag.std.." -0.539971577069118
24 "SITTING" "tBodyGyro.mean...X" -0.0225587410161765
24 "SITTING" "tBodyGyro.mean...Y" -0.0920392400941177
24 "SITTING" "tBodyGyro.mean...Z" 0.0948004625735294
24 "SITTING" "tBodyGyro.std...X" -0.757204026911765
24 "SITTING" "tBodyGyro.std...Y" -0.584605120176471
24 "SITTING" "tBodyGyro.std...Z" -0.5534536525
24 "SITTING" "tBodyGyroJerk.mean...X" -0.0824210512014706
24 "SITTING" "tBodyGyroJerk.mean...Y" -0.00792198470735294
24 "SITTING" "tBodyGyroJerk.mean...Z" -0.0237744177205882
24 "SITTING" "tBodyGyroJerk.std...X" -0.789267258970588
24 "SITTING" "tBodyGyroJerk.std...Y" -0.773595656514706
24 "SITTING" "tBodyGyroJerk.std...Z" -0.716798306029412
24 "SITTING" "tBodyGyroJerkMag.mean.." -0.763223386044118
24 "SITTING" "tBodyGyroJerkMag.std.." -0.779809293441176
24 "SITTING" "tBodyGyroMag.mean.." -0.553004193632353
24 "SITTING" "tBodyGyroMag.std.." -0.609465685911765
24 "SITTING" "tGravityAcc.mean...X" 0.660269843544118
24 "SITTING" "tGravityAcc.mean...Y" -0.0687758027058823
24 "SITTING" "tGravityAcc.mean...Z" -0.117389432867647
24 "SITTING" "tGravityAcc.std...X" -0.933972163529412
24 "SITTING" "tGravityAcc.std...Y" -0.948074903823529
24 "SITTING" "tGravityAcc.std...Z" -0.926838614264706
24 "SITTING" "tGravityAccMag.mean.." -0.532560287367647
24 "SITTING" "tGravityAccMag.std.." -0.539971577069118
24 "STANDING" "angle.tBodyAccJerkMean..gravityMean." 0.00363469826086957
24 "STANDING" "angle.tBodyAccMean.gravity." 0.0295223690434783
24 "STANDING" "angle.tBodyGyroJerkMean.gravityMean." 0.00410892060869565
24 "STANDING" "angle.tBodyGyroMean.gravityMean." -0.0452065739695652
24 "STANDING" "angle.X.gravityMean." -0.455983098405797
24 "STANDING" "angle.Y.gravityMean." 0.0359025277971015
24 "STANDING" "angle.Z.gravityMean." -0.0918359073347826
24 "STANDING" "fBodyAcc.mean...X" -0.553403997811594
24 "STANDING" "fBodyAcc.mean...Y" -0.393267351891304
24 "STANDING" "fBodyAcc.mean...Z" -0.484926060550725
24 "STANDING" "fBodyAcc.meanFreq...X" -0.297816456543478
24 "STANDING" "fBodyAcc.meanFreq...Y" -0.0273509225710145
24 "STANDING" "fBodyAcc.meanFreq...Z" 0.0140249491681159
24 "STANDING" "fBodyAcc.std...X" -0.54690811296087
24 "STANDING" "fBodyAcc.std...Y" -0.376979065629855
24 "STANDING" "fBodyAcc.std...Z" -0.431905917933333
24 "STANDING" "fBodyAccJemeanrk.energy...Y" -0.777680216086956
24 "STANDING" "fBodyAccJerk.mean...X" -0.586501516327536
24 "STANDING" "fBodyAccJerk.mean...Y" -0.525863754850725
24 "STANDING" "fBodyAccJerk.mean...Z" -0.588392068234783
24 "STANDING" "fBodyAccJerk.meanFreq...X" -0.155360985478261
24 "STANDING" "fBodyAccJerk.meanFreq...Y" -0.307945250537681
24 "STANDING" "fBodyAccJerk.meanFreq...Z" -0.208357529866232
24 "STANDING" "fBodyAccJerk.std...X" -0.584367904333333
24 "STANDING" "fBodyAccJerk.std...Y" -0.498229440246377
24 "STANDING" "fBodyAccJerk.std...Z" -0.629407808426087
24 "STANDING" "fBodyAccMag.mean.." -0.493133404272464
24 "STANDING" "fBodyAccMag.meanFreq.." 0.0360486469333333
24 "STANDING" "fBodyAccMag.std.." -0.604855185797101
24 "STANDING" "fBodyBodyAccJerkMag.mean.." -0.527990208217391
24 "STANDING" "fBodyBodyAccJerkMag.meanFreq.." 0.131943264326087
24 "STANDING" "fBodyBodyAccJerkMag.std.." -0.569178585678261
24 "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.625503769246377
24 "STANDING" "fBodyBodyGyroJerkMag.meanFreq.." 0.0667444956275362
24 "STANDING" "fBodyBodyGyroJerkMag.std.." -0.656599907826087
24 "STANDING" "fBodyBodyGyroMag.mean.." -0.521787379682609
24 "STANDING" "fBodyBodyGyroMag.meanFreq.." 0.0064581664884058
24 "STANDING" "fBodyBodyGyroMag.std.." -0.567610694665217
24 "STANDING" "fBodyGyro.mean...X" -0.477029516217391
24 "STANDING" "fBodyGyro.mean...Y" -0.520891433413043
24 "STANDING" "fBodyGyro.mean...Z" -0.516334087827536
24 "STANDING" "fBodyGyro.meanFreq...X" -0.0886752407681159
24 "STANDING" "fBodyGyro.meanFreq...Y" -0.192686167295652
24 "STANDING" "fBodyGyro.meanFreq...Z" -0.0446101883028985
24 "STANDING" "fBodyGyro.std...X" -0.596840876303768
24 "STANDING" "fBodyGyro.std...Y" -0.500026704855073
24 "STANDING" "fBodyGyro.std...Z" -0.578254720811594
24 "STANDING" "tBodyAcc.mean...X" 0.27361332884058
24 "STANDING" "tBodyAcc.mean...Y" -0.0109618351186957
24 "STANDING" "tBodyAcc.mean...Z" -0.110896243550725
24 "STANDING" "tBodyAcc.std...X" -0.547795844339275
24 "STANDING" "tBodyAcc.std...Y" -0.353822552321739
24 "STANDING" "tBodyAcc.std...Z" -0.417405188382609
24 "STANDING" "tBodyAccJerk.mean...X" 0.0667288709855072
24 "STANDING" "tBodyAccJerk.mean...Y" 0.0325001334681159
24 "STANDING" "tBodyAccJerk.mean...Z" -0.0100753207086957
24 "STANDING" "tBodyAccJerk.std...X" -0.566199500101449
24 "STANDING" "tBodyAccJerk.std...Y" -0.496212571014493
24 "STANDING" "tBodyAccJerk.std...Z" -0.609184848444927
24 "STANDING" "tBodyAccJerkMag.mean.." -0.524555808827536
24 "STANDING" "tBodyAccJerkMag.std.." -0.543838360434783
24 "STANDING" "tBodyAccMag.mean.." -0.416726094752174
24 "STANDING" "tBodyAccMag.std.." -0.511866629942029
24 "STANDING" "tBodyGyro.mean...X" 0.00710880198695652
24 "STANDING" "tBodyGyro.mean...Y" -0.0917847447594203
24 "STANDING" "tBodyGyro.mean...Z" 0.0968169955362319
24 "STANDING" "tBodyGyro.std...X" -0.566149586898551
24 "STANDING" "tBodyGyro.std...Y" -0.503184441387101
24 "STANDING" "tBodyGyro.std...Z" -0.52878858407971
24 "STANDING" "tBodyGyroJerk.mean...X" -0.11288595426087
24 "STANDING" "tBodyGyroJerk.mean...Y" -0.0253395264605797
24 "STANDING" "tBodyGyroJerk.mean...Z" -0.0840745032436232
24 "STANDING" "tBodyGyroJerk.std...X" -0.576426292273913
24 "STANDING" "tBodyGyroJerk.std...Y" -0.624591659275362
24 "STANDING" "tBodyGyroJerk.std...Z" -0.662939796188406
24 "STANDING" "tBodyGyroJerkMag.mean.." -0.61072960315942
24 "STANDING" "tBodyGyroJerkMag.std.." -0.626896605523768
24 "STANDING" "tBodyGyroMag.mean.." -0.416130738441015
24 "STANDING" "tBodyGyroMag.std.." -0.494333179184058
24 "STANDING" "tGravityAcc.mean...X" 0.615877496521739
24 "STANDING" "tGravityAcc.mean...Y" 0.0464160982898551
24 "STANDING" "tGravityAcc.mean...Z" 0.146938424943478
24 "STANDING" "tGravityAcc.std...X" -0.960710193333333
24 "STANDING" "tGravityAcc.std...Y" -0.933163741014493
24 "STANDING" "tGravityAcc.std...Z" -0.910063914057971
24 "STANDING" "tGravityAccMag.mean.." -0.416726094752174
24 "STANDING" "tGravityAccMag.std.." -0.511866629942029
24 "WALKING" "angle.tBodyAccJerkMean..gravityMean." -0.00140090793275862
24 "WALKING" "angle.tBodyAccMean.gravity." -0.0112296915482759
24 "WALKING" "angle.tBodyGyroJerkMean.gravityMean." -0.020075920712069
24 "WALKING" "angle.tBodyGyroMean.gravityMean." 0.02775346245
24 "WALKING" "angle.X.gravityMean." -0.386094121034483
24 "WALKING" "angle.Y.gravityMean." 0.2870697245
24 "WALKING" "angle.Z.gravityMean." -0.166942694825862
24 "WALKING" "fBodyAcc.mean...X" -0.588883372155172
24 "WALKING" "fBodyAcc.mean...Y" -0.560592216275862
24 "WALKING" "fBodyAcc.mean...Z" -0.672900031137931
24 "WALKING" "fBodyAcc.meanFreq...X" -0.247830298981034
24 "WALKING" "fBodyAcc.meanFreq...Y" 0.0627867769793103
24 "WALKING" "fBodyAcc.meanFreq...Z" 0.0912889444444828
24 "WALKING" "fBodyAcc.std...X" -0.553708922224138
24 "WALKING" "fBodyAcc.std...Y" -0.606175352948276
24 "WALKING" "fBodyAcc.std...Z" -0.654834704510345
24 "WALKING" "fBodyAccJemeanrk.energy...Y" -0.808588990172414
24 "WALKING" "fBodyAccJerk.mean...X" -0.625479158568966
24 "WALKING" "fBodyAccJerk.mean...Y" -0.618078045517241
24 "WALKING" "fBodyAccJerk.mean...Z" -0.724026757862069
24 "WALKING" "fBodyAccJerk.meanFreq...X" -0.119522382081897
24 "WALKING" "fBodyAccJerk.meanFreq...Y" -0.200002753867241
24 "WALKING" "fBodyAccJerk.meanFreq...Z" -0.129064029193103
24 "WALKING" "fBodyAccJerk.std...X" -0.620079585844828
24 "WALKING" "fBodyAccJerk.std...Y" -0.605727230396552
24 "WALKING" "fBodyAccJerk.std...Z" -0.764191288103448
24 "WALKING" "fBodyAccMag.mean.." -0.547678556275862
24 "WALKING" "fBodyAccMag.meanFreq.." 0.0746543738568965
24 "WALKING" "fBodyAccMag.std.." -0.637588009496552
24 "WALKING" "fBodyBodyAccJerkMag.mean.." -0.592200472315517
24 "WALKING" "fBodyBodyAccJerkMag.meanFreq.." 0.115682807525172
24 "WALKING" "fBodyBodyAccJerkMag.std.." -0.604835454631034
24 "WALKING" "fBodyBodyGyroJerkMag.mean.." -0.793997470517241
24 "WALKING" "fBodyBodyGyroJerkMag.meanFreq.." 0.0887262235758621
24 "WALKING" "fBodyBodyGyroJerkMag.std.." -0.807126573965517
24 "WALKING" "fBodyBodyGyroMag.mean.." -0.719200608293103
24 "WALKING" "fBodyBodyGyroMag.meanFreq.." 0.0413116123086207
24 "WALKING" "fBodyBodyGyroMag.std.." -0.740251842758621
24 "WALKING" "fBodyGyro.mean...X" -0.663639637651897
24 "WALKING" "fBodyGyro.mean...Y" -0.75878127
24 "WALKING" "fBodyGyro.mean...Z" -0.651137183517241
24 "WALKING" "fBodyGyro.meanFreq...X" -0.15378895965
24 "WALKING" "fBodyGyro.meanFreq...Y" -0.12963614500569
24 "WALKING" "fBodyGyro.meanFreq...Z" -0.0157318655017241
24 "WALKING" "fBodyGyro.std...X" -0.734246298741379
24 "WALKING" "fBodyGyro.std...Y" -0.753188386551724
24 "WALKING" "fBodyGyro.std...Z" -0.738694956689655
24 "WALKING" "tBodyAcc.mean...X" 0.270271517758621
24 "WALKING" "tBodyAcc.mean...Y" -0.0190963339893103
24 "WALKING" "tBodyAcc.mean...Z" -0.102707778344828
24 "WALKING" "tBodyAcc.std...X" -0.56256131652931
24 "WALKING" "tBodyAcc.std...Y" -0.571577840940517
24 "WALKING" "tBodyAcc.std...Z" -0.641914218193966
24 "WALKING" "tBodyAccJerk.mean...X" 0.089421357487931
24 "WALKING" "tBodyAccJerk.mean...Y" -0.0190645758137931
24 "WALKING" "tBodyAccJerk.mean...Z" -0.0150352483225862
24 "WALKING" "tBodyAccJerk.std...X" -0.605338673484655
24 "WALKING" "tBodyAccJerk.std...Y" -0.598553473648965
24 "WALKING" "tBodyAccJerk.std...Z" -0.744476926896552
24 "WALKING" "tBodyAccJerkMag.mean.." -0.625747246344828
24 "WALKING" "tBodyAccJerkMag.std.." -0.596384857406897
24 "WALKING" "tBodyAccMag.mean.." -0.545232174622414
24 "WALKING" "tBodyAccMag.std.." -0.560675920982759
24 "WALKING" "tBodyGyro.mean...X" -0.0570956198448276
24 "WALKING" "tBodyGyro.mean...Y" -0.102308221458966
24 "WALKING" "tBodyGyro.mean...Z" 0.0995665790275862
24 "WALKING" "tBodyGyro.std...X" -0.716274768931034
24 "WALKING" "tBodyGyro.std...Y" -0.753448347586207
24 "WALKING" "tBodyGyro.std...Z" -0.693340271758621
24 "WALKING" "tBodyGyroJerk.mean...X" -0.0915766821431035
24 "WALKING" "tBodyGyroJerk.mean...Y" -0.0283357613672414
24 "WALKING" "tBodyGyroJerk.mean...Z" -0.0376936279396552
24 "WALKING" "tBodyGyroJerk.std...X" -0.729172009155172
24 "WALKING" "tBodyGyroJerk.std...Y" -0.82375431
24 "WALKING" "tBodyGyroJerk.std...Z" -0.718878818068965
24 "WALKING" "tBodyGyroJerkMag.mean.." -0.776510453275862
24 "WALKING" "tBodyGyroJerkMag.std.." -0.793165045
24 "WALKING" "tBodyGyroMag.mean.." -0.637662029844828
24 "WALKING" "tBodyGyroMag.std.." -0.700437785086207
24 "WALKING" "tGravityAcc.mean...X" 0.489351320551724
24 "WALKING" "tGravityAcc.mean...Y" -0.24161715673431
24 "WALKING" "tGravityAcc.mean...Z" 0.220255956231724
24 "WALKING" "tGravityAcc.std...X" -0.952597407586207
24 "WALKING" "tGravityAcc.std...Y" -0.962288935172414
24 "WALKING" "tGravityAcc.std...Z" -0.950233744137931
24 "WALKING" "tGravityAccMag.mean.." -0.545232174622414
24 "WALKING" "tGravityAccMag.std.." -0.560675920982759
24 "WALKING_DOWNSTAIRS" "angle.tBodyAccJerkMean..gravityMean." 0.162502279963818
24 "WALKING_DOWNSTAIRS" "angle.tBodyAccMean.gravity." 0.0627217189872727
24 "WALKING_DOWNSTAIRS" "angle.tBodyGyroJerkMean.gravityMean." 0.0507366153272727
24 "WALKING_DOWNSTAIRS" "angle.tBodyGyroMean.gravityMean." 0.107876797670364
24 "WALKING_DOWNSTAIRS" "angle.X.gravityMean." -0.508656736545455
24 "WALKING_DOWNSTAIRS" "angle.Y.gravityMean." 0.0332661936545455
24 "WALKING_DOWNSTAIRS" "angle.Z.gravityMean." -0.05564823074
24 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...X" -0.559364635745455
24 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Y" -0.452704113407273
24 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Z" -0.670834289090909
24 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...X" -0.214851695181818
24 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...Y" 0.0555962844727273
24 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...Z" 0.000227829816909089
24 "WALKING_DOWNSTAIRS" "fBodyAcc.std...X" -0.531945236410909
24 "WALKING_DOWNSTAIRS" "fBodyAcc.std...Y" -0.454593030621818
24 "WALKING_DOWNSTAIRS" "fBodyAcc.std...Z" -0.643982002527273
24 "WALKING_DOWNSTAIRS" "fBodyAccJemeanrk.energy...Y" -0.781833014545455
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...X" -0.590095900121818
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Y" -0.542912716363636
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Z" -0.747081536
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...X" -0.0507750969272727
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...Y" -0.276322064054545
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...Z" -0.198731660209091
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std...X" -0.595761112709091
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std...Y" -0.512423104194727
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std...Z" -0.783225100727273
24 "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." -0.502335464490909
24 "WALKING_DOWNSTAIRS" "fBodyAccMag.meanFreq.." 0.0618034604181818
24 "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.592252199836364
24 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.544527042872727
24 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.meanFreq.." 0.0994530885090909
24 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std.." -0.568727160863636
24 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.750805321636364
24 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.meanFreq.." 0.0614763802472727
24 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.std.." -0.755938370909091
24 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.654272744145455
24 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.meanFreq.." -0.0327647177963636
24 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.661929498545455
24 "WALKING_DOWNSTAIRS" "fBodyGyro.mean...X" -0.594851032845455
24 "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Y" -0.720375395781818
24 "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Z" -0.605803090509091
24 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq...X" -0.07088732156
